country,year,ic,idhh,ndi,aw,aw_eur,pov60,forex,euro
LV,2017,Minimum wage,Couple,288.32999,1043,1043,509.88,1,Euro
LV,2017,Minimum wage,"Couple, 2 children",374.23999,1043,1043,781.81598,1,Euro
LV,2017,Minimum wage,"Lone parent, 2 children",374.23999,1043,1043,611.85602,1,Euro
LV,2017,Social assistance,Single,98.800003,1043,1043,339.92001,1,Euro
LV,2017,Social assistance,Couple,163.60001,1043,1043,509.88,1,Euro
LV,2017,Social assistance,"Couple, 2 children",295.34,1043,1043,781.81598,1,Euro
LV,2017,Social assistance,"Lone parent, 2 children",281.54999,1043,1043,611.85602,1,Euro
LV,2017,Old-age,Single,98.800003,1043,1043,339.92001,1,Euro
LV,2017,Old-age,Couple,163.60001,1043,1043,509.88,1,Euro
NL,2017,Minimum wage,Single,1737.35,3618,3618,1193.25,1,Euro
NL,2017,Minimum wage,Couple,1826.61,3618,3618,1789.875,1,Euro
NL,2017,Minimum wage,"Couple, 2 children",2217.8799,3618,3618,2744.4751,1,Euro
NL,2017,Minimum wage,"Lone parent, 2 children",2617.1599,3618,3618,2147.8501,1,Euro
NL,2017,Social assistance,Single,1201.42,3618,3618,1193.25,1,Euro
NL,2017,Social assistance,Couple,1667.5601,3618,3618,1789.875,1,Euro
NL,2017,Social assistance,"Couple, 2 children",2058.8301,3618,3618,2744.4751,1,Euro
NL,2017,Social assistance,"Lone parent, 2 children",1924.22,3618,3618,2147.8501,1,Euro
NL,2017,Old-age,Single,1387.72,3618,3618,1193.25,1,Euro
NL,2017,Old-age,Couple,1865.23,3618,3618,1789.875,1,Euro
PL,2017,Minimum wage,Single,1495.4301,3887,913,1317.83,4.257,Non-euro
PL,2017,Minimum wage,Couple,1782.16,3887,913,1976.745,4.257,Non-euro
PL,2017,Minimum wage,"Couple, 2 children",3046.8999,3887,913,3031.009,4.257,Non-euro
PL,2017,Minimum wage,"Lone parent, 2 children",3353.1201,3887,913,2372.094,4.257,Non-euro
PL,2017,Social assistance,Single,481.20001,3887,913,1317.83,4.257,Non-euro
PL,2017,Social assistance,Couple,733.09998,3887,913,1976.745,4.257,Non-euro
PL,2017,Social assistance,"Couple, 2 children",2358.54,3887,913,3031.009,4.257,Non-euro
PL,2017,Social assistance,"Lone parent, 2 children",2267.53,3887,913,2372.094,4.257,Non-euro
PL,2017,Old-age,Single,604,3887,913,1317.83,4.257,Non-euro
PL,2017,Old-age,Couple,1028,3887,913,1976.745,4.257,Non-euro
PT,2017,Minimum wage,Single,578.34998,1364,1364,460.57999,1,Euro
PT,2017,Minimum wage,Couple,578.34998,1364,1364,690.87,1,Euro
PT,2017,Minimum wage,"Couple, 2 children",742.23999,1364,1364,1059.334,1,Euro
PT,2017,Minimum wage,"Lone parent, 2 children",734.82001,1364,1364,829.04401,1,Euro
PT,2017,Social assistance,Single,183.84,1364,1364,460.57999,1,Euro
PT,2017,Social assistance,Couple,312.53,1364,1364,690.87,1,Euro
PT,2017,Social assistance,"Couple, 2 children",612.27002,1364,1364,1059.334,1,Euro
PT,2017,Social assistance,"Lone parent, 2 children",524.14001,1364,1364,829.04401,1,Euro
PT,2017,Old-age,Single,423.69,1364,1364,460.57999,1,Euro
PT,2017,Old-age,Couple,741.46002,1364,1364,690.87,1,Euro
RO,2017,Minimum wage,Single,1065.03,2188,479,622.33002,4.5688,Non-euro
RO,2017,Minimum wage,Couple,1081.03,2188,479,933.495,4.5688,Non-euro
RO,2017,Minimum wage,"Couple, 2 children",1431.03,2188,479,1431.359,4.5688,Non-euro
RO,2017,Minimum wage,"Lone parent, 2 children",1469.03,2188,479,1120.194,4.5688,Non-euro
RO,2017,Social assistance,Single,141.5,2188,479,622.33002,4.5688,Non-euro
RO,2017,Social assistance,Couple,255,2188,479,933.495,4.5688,Non-euro
RO,2017,Social assistance,"Couple, 2 children",690,2188,479,1431.359,4.5688,Non-euro
RO,2017,Social assistance,"Lone parent, 2 children",655,2188,479,1120.194,4.5688,Non-euro
RO,2017,Old-age,Single,520,2188,479,622.33002,4.5688,Non-euro
RO,2017,Old-age,Couple,1040,2188,479,933.495,4.5688,Non-euro
SE,2017,Social assistance,Single,8845,32287,3351,12237.33,9.6351004,Non-euro
SE,2017,Social assistance,Couple,12705,32287,3351,18355.994,9.6351004,Non-euro
SE,2017,Social assistance,"Couple, 2 children",20021,32287,3351,28145.859,9.6351004,Non-euro
SE,2017,Social assistance,"Lone parent, 2 children",16918,32287,3351,22027.193,9.6351004,Non-euro
SI,2017,Minimum wage,Single,683.91998,1539,1539,645.5,1,Euro
SI,2017,Minimum wage,Couple,756.88,1539,1539,968.25,1,Euro
SI,2017,Minimum wage,"Couple, 2 children",1214.24,1539,1539,1484.65,1,Euro
SI,2017,Social assistance,Single,385.67999,1539,1539,645.5,1,Euro
SI,2017,Social assistance,Couple,593.04999,1539,1539,968.25,1,Euro
SI,2017,Social assistance,"Couple, 2 children",1050.4,1539,1539,1484.65,1,Euro
SI,2017,Old-age,Single,569.98999,1539,1539,645.5,1,Euro
SI,2017,Old-age,Couple,876.83002,1539,1539,968.25,1,Euro
SK,2017,Minimum wage,Single,356.12,928,928,350.75,1,Euro
SK,2017,Minimum wage,Couple,411.47,928,928,526.125,1,Euro
SK,2017,Minimum wage,"Couple, 2 children",582.14001,928,928,806.72498,1,Euro
SK,2017,Minimum wage,"Lone parent, 2 children",475.87,928,928,631.34998,1,Euro
SK,2017,Social assistance,Single,180.47,928,928,350.75,1,Euro
SK,2017,Social assistance,Couple,322.44,928,928,526.125,1,Euro
SK,2017,Social assistance,"Couple, 2 children",457.17999,928,928,806.72498,1,Euro
SK,2017,Social assistance,"Lone parent, 2 children",350.91,928,928,631.34998,1,Euro
SK,2017,Old-age,Single,180.47,928,928,350.75,1,Euro
SK,2017,Old-age,Couple,322.44,928,928,526.125,1,Euro
UK,2017,Minimum wage,Single,1011.71,3577,4080,895.5,.87669998,Non-euro
UK,2017,Minimum wage,Couple,1320.9301,3577,4080,1343.25,.87669998,Non-euro
UK,2017,Minimum wage,"Couple, 2 children",2090.96,3577,4080,2059.6499,.87669998,Non-euro
UK,2017,Minimum wage,"Lone parent, 2 children",2008.79,3577,4080,1611.9,.87669998,Non-euro
UK,2017,Social assistance,Single,727.25,3577,4080,895.5,.87669998,Non-euro
UK,2017,Social assistance,Couple,1020.45,3577,4080,1343.25,.87669998,Non-euro
UK,2017,Social assistance,"Couple, 2 children",1666.67,3577,4080,2059.6499,.87669998,Non-euro
UK,2017,Social assistance,"Lone parent, 2 children",1513.3,3577,4080,1611.9,.87669998,Non-euro
UK,2017,Old-age,Single,1118.25,3577,4080,895.5,.87669998,Non-euro
UK,2017,Old-age,Couple,1594.37,3577,4080,1343.25,.87669998,Non-euro
